"Municipality","Constituency","Party","Name","Name_hanja","Gender","Date_of_birth","Age","Address","Occupation","Education","Career","Votes","Votes_share","PR_Ranking","MRPR"
"경기도 ","의왕시과천시","더불어민주당","이소영","李素永","여","1985-02-10",39,"경기도 의왕시 백운중앙로","국회의원","서울대학교 대학원 석사과정 수료(법학전공)","(현)더불어민주당 국회의원(전)김앤장 법률사무소 변호사",81640,54.37,NA,"MR"
"경기도 ","구리시","더불어민주당","윤호중","尹昊重","남","1963-03-27",61,"경기도 구리시 건원대로","국회의원","서울대학교 철학과 졸업","(현)제21대 구리시 국회의원(전)더불어민주당 원내대표",59331,53.97,NA,"MR"
"경기도 ","남양주시갑","더불어민주당","최민희","崔民熙","여","1960-12-03",63,"경기도 남양주시 화도읍 마석로","정당인","이화여자대학교 인문과학대학 졸업(사학전공)","(전)제19대 국회의원(전)방송위원회 위원장(장관급) 직무대행",58135,51.08,NA,"MR"
"경기도 ","남양주시을","더불어민주당","김병주","金柄周","남","1962-02-07",62,"경기도 남양주시 진접읍 해밀예당3로","비례대표 국회의원","경기대학교 정치전문대학원 졸업(국제정치학박사)","(전)육군대장(한미연합사 부사령관)(현)비례대표 국회의원",75031,56.94,NA,"MR"
"경기도 ","남양주시병","더불어민주당","김용민","金容民","남","1976-06-05",47,"경기도 남양주시 도농로","국회의원","한국과학기술원(KAIST) 대학원 졸업(공학 석사)","(전)더불어민주당 최고위원(현)제21대 국회의원",83387,54.58,NA,"MR"
"경기도 ","오산시","더불어민주당","차지호","車智浩","남","1980-07-18",43,"경기도 오산시 오산로190번길","카이스트 문술미래전략대학원 부교수","존스홉킨스대학교 대학원 국제보건 박사(2011.08.~2017.05.)","(현) 카이스트 문술미래전략대학원 부교수(전) 맨체스터대학교 인도주의학 및 평화학 부교수",67619,59.01,NA,"MR"
"경기도 ","시흥시갑","더불어민주당","문정복","文貞福","여","1967-01-10",57,"경기도 시흥시 은행로","국회의원","이화여자대학교 정책과학대학원 졸업(정치학석사)","(현)국회의원(전)문재인대통령비서실 선임행정관",88676,60.81,NA,"MR"
"경기도 ","시흥시을","더불어민주당","조정식","趙正湜","남","1963-12-25",60,"경기도 시흥시 함송로29번길","국회의원","연세대학교 행정대학원 졸업(행정학석사)","(현)제21대 국회의원(시흥시을)(현)더불어민주당 사무총장",71207,56.53,NA,"MR"
"경기도 ","군포시","더불어민주당","이학영","李學永","남","1952-04-16",71,"경기도 군포시 산본로432번길","국회의원","전남대학교 일반대학원 박사과정 수료(NGO협동과정)","(현)군포시 국회의원(전)국회 산업통상자원중소벤처기업위원회 위원장",89561,56.92,NA,"MR"
"경기도 ","하남시갑","더불어민주당","추미애","秋美愛","여","1958-10-23",65,"경기도 하남시 감일백제로","정당인","한양대학교 법학과 졸업","(전) 더불어민주당 당대표(전) 제67대 법무부 장관",51428,50.58,NA,"MR"
"경기도 ","하남시을","더불어민주당","김용만","金容萬","남","1986-08-14",37,"경기도 하남시 미사강변중앙로","사단법인 대한민국 임시정부기념사업회 이사","조지워싱턴대학교 정치학과 졸업(문학사 정치학 학위,2005.9.~2010.5.)","(전)LIG넥스원 근무(현)더불어민주당 대변인",44734,51.65,NA,"MR"
"경기도 ","용인시갑","더불어민주당","이상식","李相植","남","1966-04-27",57,"경기도 용인시 처인구 명지로16번길","용인대학교 경찰행정학과 객원교수","동국대학교 대학원 경찰행정학과 경찰학전공 졸업(경찰학 박사)","(전)부산경찰청장(전)국무총리비서실 민정실장",71030,50.22,NA,"MR"
"경기도 ","용인시을","더불어민주당","손명수","孫明秀","남","1966-11-09",57,"경기도 용인시 기흥구 기흥역로","서울과학기술대학교 철도전문대학원 교수","서울과학기술대학교 철도전문대학원 철도건설공학과 졸업(공학박사)","(전)국토교통부 차관(현)더불어민주당 총선 영입인재 20호",87739,55.7,NA,"MR"
"경기도 ","용인시병","더불어민주당","부승찬","夫勝粲","남","1970-10-14",53,"경기도 용인시 수지구 신봉2로","정당인","연세대학교 대학원 정치학과 졸업(정치학박사)","(전)국방부 대변인(전)연세대학교 겸임교수",81538,50.26,NA,"MR"
"경기도 ","용인시정","더불어민주당","이언주","李彦周","여","1972-11-08",51,"경기도 용인시 수지구 현암로125번길","변호사","서울대학교 불어불문학과 졸업","(전)S-oil 상무(전)19대, 20대 국회의원",82156,51.06,NA,"MR"
"경기도 ","파주시갑","더불어민주당","윤후덕","尹厚德","남","1957-01-09",67,"경기도 파주시 가온로","국회의원","연세대학교 경제대학원 공공발전전공 졸업(경제학 석사)","(전)국회 기획재정위원회 위원장(현)파주시갑 국회의원",92611,63.43,NA,"MR"
"경기도 ","파주시을","더불어민주당","박정","朴釘","남","1962-11-19",61,"경기도 파주시 월롱면 검바위길","국회의원","서울대학교 대학원 졸업(이학석사)","(전)더불어민주당 경기도당 위원장(현)국회 환경노동위원회 위원장",64741,54.83,NA,"MR"
"경기도 ","이천시","국민의힘","송석준","宋錫俊","남","1964-03-10",60,"경기도 이천시 이섭대천로1419번길","국회의원","미국 미주리대학교 경제학 박사 (2002. 8. ~ 2005. 5.)","(현)국회의원(20, 21대)(전)서울지방국토관리청 청장",60191,51.33,NA,"MR"
"경기도 ","안성시","더불어민주당","윤종군","尹鍾君","남","1972-09-09",51,"경기도 안성시 공도읍 공도로","(재)민주연구원 부원장","경기대학교 대학원 졸업(직업학박사)","(전)문재인 대통령 비서실 행정관(전)이재명 경기도지사 정무수석",52517,50.71,NA,"MR"
"경기도 ","김포시갑","더불어민주당","김주영","金周暎","남","1961-10-15",62,"경기도 김포시 태장로","국회의원","서울과학종합대학원대학교 졸업(경영학박사)","(전) 더불어민주당 최고위원(현) 김포시갑 국회의원",69836,54.27,NA,"MR"
"경기도 ","김포시을","더불어민주당","박상혁","朴商赫","남","1973-03-20",51,"경기도 김포시 김포한강11로","국회의원","한양대학교 법과대학 법학과 졸업","(전) 김포와더불어 박상혁법률사무소 대표변호사(현) 더불어민주당 국회의원",74556,55.52,NA,"MR"
"경기도 ","화성시갑","더불어민주당","송옥주","宋玉珠","여","1965-12-20",58,"경기도 화성시 향남읍 행정중앙2로","국회의원","연세대학교 행정대학원 졸업(행정학 석사)","(현)제21대 국회의원(화성시갑선거구)(전)제21대 국회 환경노동위원회 위원장",75916,55.88,NA,"MR"
"경기도 ","화성시을","개혁신당","이준석","李俊錫","남","1985-03-31",39,"경기도 화성시 동탄오산로","정당인","하버드대학교 Computer Science / Economics AB 졸업 (2003.09.~2007.06.)","(전) 국민의힘 당대표(현) 개혁신당 당대표",51856,42.41,NA,"MR"
"경기도 ","화성시병","더불어민주당","권칠승","權七勝","남","1965-11-18",58,"경기도 화성시 병점2로","국회의원(화성시병)","고려대학교 경제학과 졸업","(현)더불어민주당 수석대변인(전)중소벤처기업부 장관",80110,61.53,NA,"MR"
"경기도 ","화성시정","더불어민주당","전용기","田溶冀","남","1991-10-26",32,"경기도 화성시 동탄순환대로19길","제21대 국회의원(비례대표)","한양대학교 대학원 졸업(경영컨설팅학석사)","(현) 국회의원(비례대표)(전) 더불어민주당 원내부대표",62457,55.72,NA,"MR"
"경기도 ","광주시갑","더불어민주당","소병훈","蘇秉勳","남","1954-06-03",69,"경기도 광주시 회안대로","국회의원","성균관대학교 철학과 졸업","(현)제20대·21대 국회의원(현)국회 농림축산식품해양수산위원회 위원장",58631,56.33,NA,"MR"
"경기도 ","광주시을","더불어민주당","안태준","安泰俊","남","1969-12-03",54,"경기도 광주시 초월읍 경충대로1127번길","정당인","고려대학교 불어불문학과 졸업","(전)GH경기주택도시공사 사장 직무대행(현)더불어민주당 대변인",57935,55.06,NA,"MR"
"경기도 ","포천시가평군","국민의힘","김용태","金龍泰","남","1990-10-21",33,"경기도 포천시 원모루로1길","정당인","고려대 그린스쿨대학원 에너지환경정책학 석사 졸업","(전) 국민의힘 청년최고위원(전) 윤석열 대통령직 인수위원회 자문위원",59192,50.47,NA,"MR"
"경기도 ","여주시양평군","국민의힘","김선교","金善敎","남","1960-09-18",63,"경기도 양평군 옥천면 서촌길","정당인","고려대학교 정책대학원 졸업(경제학석사)","(전) 여주시·양평군 국회의원(전) 양평군수(민선4,5,6기)",74916,53.58,NA,"MR"
"강원특별자치도 ","춘천시철원군화천군양구군갑","더불어민주당","허영","許榮","남","1970-03-29",54,"강원특별자치도 춘천시 방송길","국회의원","고려대학교 정책대학원 석사과정 국제관계학과 수료","(현)춘천시철원군화천군양구군갑 국회의원(전)더불어민주당 강원도당위원장",70273,53.44,NA,"MR"
"강원특별자치도 ","춘천시철원군화천군양구군을","국민의힘","한기호","韓起鎬","남","1952-08-13",71,"강원특별자치도 철원군 갈말읍 군탄로8번길","국회의원","육군사관학교 졸업","(현)국회 국방위원회 위원장(전)국민의힘 사무총장",43935,53.93,NA,"MR"
"강원특별자치도 ","원주시갑","국민의힘","박정하","朴正河","남","1966-09-26",57,"강원특별자치도 원주시 지정면 가곡로","국회의원","고려대학교대학원 석사과정 행정학과 행정이론전공 수료","(현)원주시갑 국회의원(현)국민의힘 수석대변인",52002,50.71,NA,"MR"
"강원특별자치도 ","원주시을","더불어민주당","송기헌","宋基憲","남","1963-10-02",60,"강원특별자치도 원주시 소초면 범골길","국회의원","서울대학교 법과대학 공법학과 졸업","(전)서울지방검찰청 검사(현)국회 법제사법위원회 위원",52920,54.08,NA,"MR"
"강원특별자치도 ","강릉시","국민의힘","권성동","權性東","남","1960-04-29",63,"강원특별자치도 강릉시 화부산로99번길","국회의원","중앙대학교 법과대학 법학과 졸업","(전) 국회 법제사법위원장(전) 국민의힘 원내대표",64743,54.24,NA,"MR"
"강원특별자치도 ","동해시태백시삼척시정선군","국민의힘","이철규","李喆圭","남","1957-09-20",66,"강원특별자치도 동해시 평원로","국회의원","한양대학교 행정대학원 졸업(행정학석사)","(현)국회의원(제20·21대)(현)국민의힘 인재영입위원회 공동위원장",78325,61.22,NA,"MR"
"강원특별자치도 ","속초시인제군고성군양양군","국민의힘","이양수","李亮壽","남","1967-08-15",56,"강원특별자치도 속초시 소평로","국회의원","고려대학교 불어불문학과 졸업","(현) 국회의원(현) 국민의힘 원내수석부대표",54738,55.84,NA,"MR"
"강원특별자치도 ","홍천군횡성군영월군평창군","국민의힘","유상범","劉相凡","남","1966-06-04",57,"강원특별자치도 영월군 영월읍 하송로","국회의원","서울대학교 법과대학 사법학과 졸업","(전)국민의힘 수석대변인(현)홍천군횡성군영월군평창군 국회의원",68226,57.71,NA,"MR"
"충청북도 ","청주시상당구","더불어민주당","이강일","李康一","남","1967-04-30",56,"충청북도 청주시 상당구 용담로","사) 행복가정재단 상임이사","연세대학교 행정대학원 졸업(정책학석사)","(현)더불어민주당 청주상당지역위원장(현)사)민생경제지원단 상임위원장",55602,51.45,NA,"MR"
"충청북도 ","청주시서원구","더불어민주당","이광희","李廣熙","남","1963-10-09",60,"충청북도 청주시 서원구 두꺼비로","정당인","충북대학교 대학원 졸업(농학박사)","(전)제9대 제10대 충청북도의회의원(현)더불어민주당 교육연수원 부원장",54835,52.46,NA,"MR"
"충청북도 ","청주시흥덕구","더불어민주당","이연희","李蓮喜","남","1966-03-05",58,"충청북도 청주시 흥덕구 증안로","민주연구원 상근부원장","중앙대학교 철학과 졸업","(현)더불어민주당 제22대 국회의원선거대책위원회 대변인(현)더불어민주당 충청북도당 공동선거대책위원장",72375,51.76,NA,"MR"
"충청북도 ","청주시청원구","더불어민주당","송재봉","宋在奉","남","1969-09-25",54,"충청북도 청주시 청원구 오창읍 2산단로","정당인","충북대학교 대학원 행정학과 박사과정 수료","(전)더불어민주당 청주시장 후보(전)청와대 대통령비서실 행정관",52620,53.28,NA,"MR"
"충청북도 ","충주시","국민의힘","이종배","李鍾培","남","1957-05-30",66,"충청북도 충주시 봉계1길","국회의원","고려대학교 법과대학 행정학과 졸업","(전) 충주시장(현) 제21대 국회의원",60314,51.11,NA,"MR"
"충청북도 ","제천시단양군","국민의힘","엄태영","嚴泰永","남","1958-01-22",66,"충청북도 제천시 용두대로7길","국회의원","명지대학교 대학원 정치외교학과 박사과정 수료","(전)민선3~4기 제천시장(현)제21대 국회의원",46532,49.43,NA,"MR"
"충청북도 ","보은군옥천군영동군괴산군","국민의힘","박덕흠","朴德欽","남","1953-10-18",70,"충청북도 옥천군 옥천읍 양수로","국회의원","한양대학교 대학원 토목공학과 졸업(공학박사)","(전)대한전문건설협회 중앙회 회장(현)제21대 국회 후반기 정보위원회 위원장",55234,52.93,NA,"MR"
"충청북도 ","증평군진천군음성군","더불어민주당","임호선","林昊宣","남","1964-09-27",59,"충청북도 진천군 초평면 은암길","국회의원","경찰대학 행정학과 졸업(행정학사)","(전) 경찰청 본청 차장(현) 제21대 국회의원",62370,53.95,NA,"MR"
"충청남도 ","천안시갑","더불어민주당","문진석","文振碩","남","1962-02-12",62,"충청남도 천안시 동남구 청당2길","국회의원","서울과학기술대학교 융합과학대학원 에너지환경공학과 박사과정 수료","(현) 제21대 국회의원(전) 더불어민주당 전략기획위원장",64562,50.58,NA,"MR"
"충청남도 ","천안시을","더불어민주당","이재관","李在官","남","1965-03-01",59,"충청남도 천안시 서북구 두정상가4길","정당인","가천대학교 일반대학원 행정학과 지역개발전공(행정학박사)","(전) 대통령비서실 혁신관리비서관실 행정관(전) 더불어민주당 천안시장 후보",58862,55.12,NA,"MR"
"충청남도 ","천안시병","더불어민주당","이정문","李楨文","남","1973-01-05",51,"충청남도 천안시 서북구 시청로","국회의원","한양대학교 법과대학 법학과 졸업","(현) 제21대 국회의원(전) 천안시 고문변호사",53189,55.2,NA,"MR"
"충청남도 ","공주시부여군청양군","더불어민주당","박수현","朴洙賢","남","1964-08-14",59,"충청남도 공주시 무령로","정치인","서울대학교 인문대학 서양사학과(3년) 자퇴제적","(전)제19대 국회의원(전)청와대 대변인",62635,50.66,NA,"MR"
"충청남도 ","보령시서천군","국민의힘","장동혁","張東赫","남","1969-06-02",54,"충청남도 보령시 보령북로","국회의원(보령시서천군선거구)","서울대학교 사범대학 불어교육과 졸업","(현)국민의힘 사무총장(전)부장판사",46505,51.5,NA,"MR"
"충청남도 ","아산시갑","더불어민주당","복기왕","卜箕旺","남","1968-04-10",56,"충청남도 아산시 용화고길","정당인","고려대학교 정책대학원 졸업(행정학석사)","(전)민선 5, 6기 아산시장(전)문재인 대통령비서실 정무비서관",42153,53.79,NA,"MR"
"충청남도 ","아산시을","더불어민주당","강훈식","姜勳植","남","1973-10-24",50,"충청남도 아산시 배방읍 광장로","국회의원","건국대학교 경영정보학과 졸업(경영학사)","(현)국회의원(제20·21대)(전)더불어민주당 충남도당위원장",58932,60.35,NA,"MR"
"충청남도 ","서산시태안군","국민의힘","성일종","成一鍾","남","1963-03-19",61,"충청남도 서산시 석림4로","서산·태안 국회의원","광운대학교 대학원 환경공학과 졸업(공학박사)","(전) 국민의힘 정책위의장(전) 독도사랑운동본부 총재",70487,51.55,NA,"MR"
"충청남도 ","논산시계룡시금산군","더불어민주당","황명선","黃明善","남","1966-09-09",57,"충청남도 논산시 대학로65번길","건양대학교 석좌교수","국민대학교 대학원 졸업(행정학 박사)","(전) 3선 논산시장(전) 더불어민주당 대변인",61146,50.84,NA,"MR"
"충청남도 ","당진시","더불어민주당","어기구","魚基龜","남","1963-01-10",61,"충청남도 당진시 밤절로","국회의원","오스트리아 빈 경제대학교 졸업(사회경제학박사, 2000.05.~2002.02.)","(전)더불어민주당 원내대표단 선임부대표(현)국회의원(제20대.제21대)",46157,51.78,NA,"MR"
"충청남도 ","홍성군예산군","국민의힘","강승규","姜升圭","남","1963-09-20",60,"충청남도 홍성군 홍북읍 신대로","정당인","서강대학교 영상대학원 졸업(광고홍보학 박사)","(전)윤석열대통령비서실 시민사회수석비서관(전)국회의원",57043,54.84,NA,"MR"
"전북특별자치도 ","전주시갑","더불어민주당","김윤덕","金潤德","남","1966-05-23",57,"전북특별자치도 전주시 완산구 서원로","국회의원","전북대학교 회계학과 졸업","(현)제21대 전주시갑국회의원(현)더불어민주당 조직사무부총장",83081,77.59,NA,"MR"
"전북특별자치도 ","전주시을","더불어민주당","이성윤","李盛潤","남","1962-01-06",62,"전북특별자치도 전주시 완산구 새터로","정당인","경희대학교 대학원 졸업(법학석사)","(전)서울중앙지방검찰청 검사장(전)문재인정부 법무부 검찰국장",74038,66.38,NA,"MR"
"전북특별자치도 ","전주시병","더불어민주당","정동영","鄭東泳","남","1953-06-17",70,"전북특별자치도 전주시 덕진구 기린대로","(사)대륙으로 가는 길 이사장","서울대학교 인문대학 국사학과 졸업","(전)31대 통일부장관(전)17대 대선 대통합민주신당 대통령후보",117407,82.08,NA,"MR"
"전북특별자치도 ","군산시김제시부안군갑","더불어민주당","신영대","申榮大","남","1968-01-15",56,"전북특별자치도 군산시 공단대로","국회의원","전북대학교 대학원 경영학과 박사과정 수료","(현)제21대 국회의원(현)더불어민주당 원내부대표",115297,86.73,NA,"MR"
"전북특별자치도 ","군산시김제시부안군을","더불어민주당","이원택","李源澤","남","1970-01-25",54,"전북특별자치도 김제시 도작로","국회의원","전북대학교 화학공업공학과 졸업","(전)전라북도 정무부지사(현)제21대 국회의원",72455,86.63,NA,"MR"
"전북특별자치도 ","익산시갑","더불어민주당","이춘석","李春錫","남","1963-03-07",61,"전북특별자치도 익산시 선화로8길","변호사","원광대학교 대학원 법학과 박사과정 수료","(전)제34대 국회사무처 사무총장(전)18,19,20대 국회의원",58984,77.11,NA,"MR"
"전북특별자치도 ","익산시을","더불어민주당","한병도","韓秉道","남","1967-12-07",56,"전북특별자치도 익산시 고봉로","국회의원","원광대학교 신문방송학과 졸업","(현)제21대 국회의원(현)더불어민주당 전북특별자치도당위원장",65027,87.03,NA,"MR"
"전북특별자치도 ","정읍시고창군","더불어민주당","윤준병","尹準炳","남","1961-03-03",63,"전북특별자치도 정읍시 중앙로","국회의원","서울대학교 독어독문학과 졸업(경제학 부전공)","(전) 서울특별시장 권한대행(현) 제21대 국회의원",79593,86.86,NA,"MR"
"전북특별자치도 ","남원시장수군임실군순창군","더불어민주당","박희승","朴熙承","남","1963-09-28",60,"전북특별자치도 남원시 용성로","변호사","한양대학교 대학원 법학과 석.박사학위통합과정 연구등록 6기 과정 수료","(현) 더불어민주당 남원장수임실순창 지역위원장(전) 수원지방법원 안양지원장",79169,83.83,NA,"MR"
"전북특별자치도 ","완주군진안군무주군","더불어민주당","안호영","安浩永","남","1965-10-11",58,"전북특별자치도 완주군 봉동읍 둔산1로","국회의원","연세대학교 법과대학 법학과 졸업","(현) 제21대 국회의원(전) 더불어민주당 수석대변인",73236,84.23,NA,"MR"
"전라남도 ","목포시","더불어민주당","김원이","金元二","남","1968-11-11",55,"전라남도 목포시 영산로","국회의원","성균관대학교 인문대학 사학과 졸업","(현)더불어민주당 목포시 국회의원(전)서울특별시 정무부시장",82700,71.43,NA,"MR"
"전라남도 ","여수시갑","더불어민주당","주철현","朱哲鉉","남","1959-03-12",65,"전라남도 여수시 여문2로","제21대 국회의원","성균관대학교 법과대학 졸업","국회의원(현)민선6기 여수시장(전)",69092,88.89,NA,"MR"
"전라남도 ","여수시을","더불어민주당","조계원","趙啓垣","남","1966-08-24",57,"전라남도 여수시 웅천남1로","정당인","성균관대학교 신문방송학과 졸업","(현)더불어민주당 중앙당 부대변인(전)이재명 경기도지사 정책수석",51811,68.01,NA,"MR"
"전라남도 ","순천시광양시곡성군구례군갑","더불어민주당","김문수","金文洙","남","1968-10-01",55,"전라남도 순천시 송광면 외장길","정당인","고려대학교 정치외교학과 졸업","(현)더불어민주당 이재명 당대표 특별보좌역(현)더불어민주당 순천시광양시곡성군구례군갑 지역위원장",85172,64.34,NA,"MR"
"전라남도 ","순천시광양시곡성군구례군을","더불어민주당","권향엽","權香葉","여","1968-02-12",56,"전라남도 광양시 다압면 소학정길","정당인","이화여자대학교 대학원 박사학위과정 수료(정치외교학과 한국정치전공)","(전)청와대 균형인사비서관(현)더불어민주당 정책위 부의장",104493,70.09,NA,"MR"
"전라남도 ","나주시화순군","더불어민주당","신정훈","辛正勳","남","1964-12-06",59,"전라남도 나주시 그린로","국회의원","고려대학교 정경대학 신문방송학과 졸업","(현) 나주시화순군 국회의원(현) 더불어민주당 전남도당위원장",74063,71.06,NA,"MR"
"전라남도 ","담양군함평군영광군장성군","더불어민주당","이개호","李介昊","남","1959-06-23",64,"전라남도 담양군 금성면 반디길","국회의원","전남대학교 경영학과 졸업","(전)농림축산식품부 장관(현)제21대 국회의원",61042,56.46,NA,"MR"
